# num asns 1125
# squat_asn squat_dod_ip
15582 11.11.11.11
5432 22.107.96.0
4812 11.147.104.250
35865 11.101.215.2
7922 11.21.1.2
8003 11.81.0.0
2856 22.0.0.100
52468 11.11.11.1
138536 11.22.33.57
23860 7.2.9.157
395137 7.17.0.12
36994 11.1.250.1
22652 11.20.1.1
7922 11.1.1.111
24921 11.11.11.1
37963 11.29.19.0
264668 11.9.0.1
4812 11.147.104.53
45102 11.50.36.0
9808 11.11.10.0
4134 22.4.0.1
577 11.1.40.1
45102 11.48.180.26
20115 22.1.1.1
7922 11.104.212.225
8075 22.106.76.85
812 7.11.169.125
3549 11.15.195.20
20115 22.34.195.0
23089 11.104.41.233
5432 22.107.110.0
45102 11.52.252.65
24444 11.164.252.0
56043 11.201.210.3
45305 11.1.15.0
45102 11.48.56.0
7713 11.16.250.90
45758 11.11.11.0
7922 11.104.51.9
10620 11.11.11.0
132950 11.11.11.2
20115 22.40.120.1
14178 11.22.33.254
4134 22.0.0.6
4837 11.100.24.0
394384 7.10.4.20
14061 7.144.0.0
4837 11.24.80.183
20115 22.15.38.0
5432 22.106.63.213
8003 7.214.24.0
5089 11.101.105.2
43766 11.0.0.0
20115 22.35.65.1
5432 22.106.65.33
4713 11.10.10.254
132480 7.7.7.1
36992 11.11.11.0
17754 11.22.33.1
134594 11.47.10.1
18881 11.10.50.1
17754 11.0.0.1
37963 11.223.80.62
6848 22.107.173.0
199335 11.4.85.2
55990 11.79.96.0
207492 11.42.0.0
20115 22.40.200.1
7922 11.104.86.233
45102 11.131.180.250
37963 11.204.35.38
812 7.11.169.9
62347 11.126.136.104
4808 11.143.100.0
42010 11.14.255.249
20115 22.63.160.0
5432 22.106.39.185
58689 11.6.1.1
5432 22.106.3.137
7713 11.58.184.217
10834 11.6.5.1
31263 11.0.0.2
3269 11.0.0.1
9299 11.11.10.226
25019 11.11.102.1
37963 11.220.159.22
812 7.11.171.61
5432 22.106.34.85
5432 22.106.114.0
5432 22.107.120.85
9541 7.7.7.7
62802 11.15.249.205
49100 7.7.7.7
33651 11.80.0.1
37963 11.220.159.50
21993 11.0.0.5
45102 11.96.216.42
9829 22.22.22.1
7602 11.0.1.10
5650 11.100.0.2
4812 11.11.11.1
8075 22.106.4.197
4837 11.11.224.0
7713 11.21.31.0
15776 22.107.235.97
5432 22.107.80.181
45102 11.207.68.62
7713 11.11.10.0
5432 22.107.90.0
7922 11.66.31.2
4837 11.24.30.129
134090 11.11.11.1
812 7.11.167.13
7018 11.0.25.1
5432 22.107.181.37
812 7.11.168.61
5432 22.106.58.0
8003 11.105.84.0
37963 11.73.1.0
205471 7.7.7.1
30036 11.104.213.89
262296 11.11.10.1
56041 11.11.1.0
15802 11.168.0.1
5432 22.107.3.0
37963 11.218.123.0
20115 22.40.108.1
45102 11.52.236.26
138536 11.22.33.69
5432 22.107.244.245
45102 11.63.103.0
9808 11.12.13.2
7713 11.11.2.1
45102 11.52.136.65
42864 11.80.0.0
3741 11.88.228.1
11351 11.0.0.1
45102 11.16.2.182
4847 11.52.240.22
812 7.11.167.121
20115 22.34.201.1
4812 22.186.80.1
27699 11.0.50.0
812 7.11.168.249
134033 11.11.109.1
812 7.11.166.41
6848 22.106.25.177
9318 11.10.10.2
7545 22.161.114.218
56044 11.11.11.1
3356 11.164.32.77
62929 11.11.11.1
16276 11.12.13.0
5432 22.106.123.117
4812 11.21.238.5
45102 11.89.122.122
3549 22.33.112.1
7018 11.11.11.0
7018 7.0.50.3
1267 11.1.54.0
264198 11.11.23.1
13999 11.0.0.1
3356 11.164.42.1
37963 11.223.161.137
51043 11.15.23.0
812 7.11.165.77
12576 11.11.12.1
5432 22.107.205.0
8003 11.29.44.0
45102 11.60.202.121
16276 11.11.11.1
395461 11.189.0.81
136074 11.11.11.1
45102 11.206.90.82
8075 22.107.85.0
5432 22.106.50.229
5432 22.106.98.114
14279 11.17.61.129
4134 11.16.2.158
37963 11.208.177.0
16509 11.6.168.1
6848 22.107.133.117
28878 11.225.11.0
45102 11.52.55.178
7922 7.183.54.129
202561 11.0.0.0
14115 22.246.211.0
701 11.66.31.19
10834 11.7.5.253
23860 11.40.130.1
5432 22.107.213.46
136907 11.22.97.55
136907 11.53.104.46
15247 11.34.11.0
201984 22.107.177.133
138536 11.22.33.25
7922 7.173.88.129
3257 7.114.213.253
812 7.11.168.149
20115 22.34.118.0
11870 11.10.10.1
12350 11.11.11.1
35110 11.11.11.1
7922 7.182.126.129
5432 22.106.84.0
36992 11.0.241.107
58485 11.12.13.1
62802 11.56.240.1
7922 11.0.3.1
62802 11.120.240.69
7922 11.104.222.201
5432 22.107.90.125
5432 22.107.120.109
20650 22.106.88.205
4134 11.48.0.0
11272 11.10.100.5
701 11.99.15.1
52363 11.3.4.0
8452 11.0.0.1
45102 11.52.252.105
19429 11.0.1.0
4809 11.0.0.10
7922 11.0.4.1
5432 22.106.19.145
6830 11.11.11.254
5432 22.107.232.237
7922 11.11.9.1
4837 11.48.1.21
267011 11.0.0.1
5432 22.107.90.169
37963 11.223.44.0
3302 11.1.246.0
6830 11.10.10.254
17885 11.11.9.0
20650 22.106.108.0
262342 11.1.2.0
37963 11.218.122.134
262191 11.1.0.13
199335 11.6.86.1
812 7.11.170.245
134319 22.22.22.1
63969 11.11.11.85
7713 11.207.186.0
13188 11.18.10.1
7018 11.0.0.254
37963 11.48.235.0
8167 11.0.2.0
55780 11.56.91.24
262186 11.11.0.0
812 7.11.170.21
20115 22.34.120.1
24173 11.109.16.6
8075 22.107.154.189
5432 22.106.126.249
8220 11.1.1.1
7011 11.100.0.2
28624 11.10.101.0
812 7.11.168.89
6848 11.0.1.1
12479 11.0.0.1
4837 11.11.11.77
7922 7.168.130.129
37963 11.56.160.0
37963 11.54.216.0
31922 7.0.0.1
5432 22.107.251.109
812 7.11.165.57
7018 7.22.66.2
59361 11.11.23.1
812 7.11.166.29
5432 22.107.189.0
4134 11.10.249.1
7713 7.7.7.1
1221 22.230.126.1
209 11.10.10.254
16735 11.30.3.0
209 11.104.98.105
12741 11.77.191.212
4795 11.212.134.111
8075 22.25.0.1
7018 11.104.62.17
264668 22.22.20.0
24835 11.11.11.0
264434 11.0.0.1
27017 11.0.0.1
5432 22.107.255.125
5432 22.106.89.173
43460 7.110.128.1
7738 11.7.4.2
4134 11.16.2.182
52995 11.1.1.1
140843 11.13.1.0
33915 11.12.80.20
812 7.11.168.41
47984 11.11.1.254
9299 11.200.70.1
8551 11.104.28.9
5432 22.107.114.9
20880 11.52.84.0
28878 11.33.2.254
34912 11.153.22.4
62802 11.114.171.250
202561 11.11.11.0
327750 11.0.0.1
17451 11.10.15.254
22616 7.255.30.130
5432 22.107.114.0
45102 11.53.213.186
3786 11.11.11.1
17816 11.226.224.0
18881 11.10.10.1
27843 22.22.22.0
5432 22.106.55.97
46375 11.11.32.1
6128 7.7.0.1
25019 11.11.11.0
17996 11.11.53.1
5432 22.107.193.109
37963 11.223.8.101
45102 11.52.252.101
22616 7.100.20.0
262186 11.42.42.1
3356 7.0.50.2
2856 7.70.70.253
265676 11.11.0.0
269898 11.11.11.0
4808 11.0.35.194
5432 22.106.95.161
5432 22.107.189.125
9930 11.8.118.1
20115 11.11.168.1
22561 11.10.10.254
19161 11.187.119.145
4837 22.22.22.21
209 11.24.2.1
9121 7.32.63.1
17816 11.205.0.0
812 7.11.167.45
22884 11.11.11.0
7713 11.11.102.0
7713 11.1.4.1
264659 11.11.11.100
4134 22.1.247.254
5432 22.107.125.193
5432 22.106.58.69
11014 11.21.1.0
4134 11.33.213.2
9808 7.7.5.209
701 11.6.87.1
1759 11.11.1.1
45102 11.206.93.150
205110 11.11.11.85
7303 11.11.91.0
1221 11.40.181.1
21928 7.7.7.1
138311 7.7.7.7
812 7.11.167.85
24444 22.22.22.21
5432 22.107.198.222
45102 11.96.216.0
50432 11.15.92.130
45102 11.131.180.242
812 7.11.166.229
6128 7.183.122.129
4800 11.11.11.0
56043 11.69.199.0
56300 11.11.11.1
4808 22.7.17.1
7018 7.7.8.1
1653 11.2.0.1
10075 11.12.87.1
264668 22.22.22.0
33363 11.104.101.249
8075 22.106.59.138
5432 22.107.185.137
38320 11.11.11.0
5432 22.106.115.97
137085 11.11.15.1
5432 22.106.12.0
3257 7.188.181.9
15290 11.100.0.2
7470 11.1.1.1
5432 22.106.90.37
37457 11.0.0.2
45410 11.0.16.1
20001 11.100.0.3
3302 11.1.82.0
29467 22.106.72.49
33915 22.11.0.1
4837 11.11.1.2
5432 22.106.26.0
3549 11.50.60.1
37963 11.222.252.6
45102 11.53.144.18
12735 11.0.93.0
328708 11.11.11.1
5432 22.107.100.0
56040 11.0.0.1
8003 11.148.96.0
37963 11.220.36.93
20115 22.40.192.1
37963 11.48.234.0
8003 11.84.0.0
3741 22.153.193.253
21724 11.50.0.0
136907 11.22.30.8
812 7.11.165.137
22773 7.120.3.57
4134 11.16.2.190
9790 11.11.11.1
7922 11.1.0.1
7303 11.11.1.254
28878 11.225.1.1
812 7.11.167.245
577 7.244.24.1
28114 11.28.0.0
37154 22.84.159.252
8075 22.107.71.34
11427 11.0.0.1
28007 11.11.11.1
9121 22.0.0.12
56242 11.27.217.0
6327 11.0.0.1
17451 11.11.11.0
12576 11.12.13.1
5602 11.10.0.100
45102 11.48.56.202
2828 11.100.0.2
55990 11.147.104.55
9498 11.11.11.2
4837 7.3.0.44
6400 11.1.0.0
4808 11.22.80.18
701 11.66.0.137
3320 11.11.1.254
267885 7.7.7.253
7642 11.11.11.0
30030 7.84.228.2
5432 22.106.60.0
138089 11.12.13.1
138300 11.77.88.0
4787 11.11.11.0
20115 22.11.167.1
3602 22.20.0.2
4808 11.94.132.125
8048 11.11.11.0
9299 11.101.1.1
27699 11.11.11.1
4134 11.11.1.1
28669 11.16.0.1
13489 11.1.0.0
5432 22.106.51.0
812 7.11.167.21
12271 11.48.248.1
6848 22.107.106.137
5432 22.106.99.0
812 7.11.166.249
37963 11.58.91.62
3215 11.12.1.254
136907 11.22.97.31
174 11.101.10.0
8452 11.0.255.134
56046 11.100.0.253
11172 7.7.7.4
33588 22.6.212.0
3302 11.1.186.0
4134 11.1.1.1
5432 22.106.92.209
6830 11.11.11.1
4812 11.11.11.0
5432 22.107.103.181
133311 11.22.33.1
20001 11.100.0.2
7018 7.7.7.1
33588 22.33.244.1
3302 11.1.182.0
45102 11.60.67.0
812 7.11.167.77
812 7.11.167.113
27947 11.10.10.1
13119 11.11.118.24
262503 7.7.7.1
56046 11.100.18.0
5432 22.107.161.189
7303 11.178.178.0
36534 22.19.128.20
47956 11.0.0.138
52468 11.2.0.1
4134 11.11.241.1
36291 7.25.104.21
5432 22.107.92.209
8151 11.12.13.1
201984 22.107.176.253
9198 11.4.1.254
22773 11.104.19.185
812 7.11.169.245
3786 11.1.2.1
812 7.11.171.5
4808 11.1.2.1
812 7.11.165.209
9498 11.242.178.2
58689 11.11.32.1
22460 7.32.244.1
58466 11.88.64.109
2119 11.11.11.1
45102 11.16.250.94
23860 22.27.22.0
37266 22.248.96.252
27843 11.1.28.1
4847 11.64.18.249
62044 7.73.74.1
4515 11.1.1.1
4134 22.1.0.1
6830 22.42.0.1
42864 11.41.10.1
5432 22.107.182.0
45102 11.52.240.45
196735 11.11.11.254
3302 11.1.136.0
22616 7.33.88.1
7018 7.0.0.254
14117 11.0.0.0
58689 11.11.12.0
29828 11.15.12.2
5416 11.140.0.1
27738 11.11.11.1
7018 11.104.199.73
202699 11.12.13.0
16360 7.14.23.1
174 11.193.64.38
5432 22.107.173.37
5432 22.107.75.81
45102 11.185.75.0
4847 11.11.129.0
33363 11.104.63.145
11489 11.1.0.253
6848 22.106.38.145
51336 11.11.11.1
5432 22.106.10.0
42926 11.244.168.2
328453 11.0.0.254
8374 11.22.33.1
7922 11.18.17.1
17816 11.226.96.0
7018 11.27.201.254
7018 11.0.4.193
7713 11.11.11.1
3326 11.140.0.100
9318 7.7.7.1
7018 11.11.11.254
812 7.11.165.0
5432 22.107.116.49
136907 11.22.20.2
7922 7.0.76.254
42864 11.80.1.0
16696 7.11.166.117
5432 22.107.184.9
5432 22.106.79.145
2856 7.32.53.1
4134 11.1.1.0
37963 11.182.220.18
55990 11.76.96.0
20115 11.104.76.241
267175 11.11.11.1
136907 11.22.97.59
45102 11.207.72.153
812 7.11.166.209
701 11.104.40.89
4134 11.1.1.10
3215 11.2.39.254
4609 22.11.112.1
45582 11.14.126.1
5432 22.107.133.0
7224 11.100.0.2
4808 11.16.1.3
4808 11.1.0.254
10879 7.0.0.1
3356 11.0.2.254
60814 11.11.11.1
7018 11.16.59.249
4134 22.6.0.0
11172 7.7.7.2
5432 22.106.121.0
9299 11.11.5.8
7049 11.11.15.0
138536 11.22.33.9
37963 11.218.196.238
9299 11.28.95.3
1221 22.237.5.1
8003 11.80.0.0
7018 11.26.77.1
27856 7.203.62.0
5432 22.106.25.0
15053 11.1.2.1
1221 11.12.13.1
4808 11.52.252.0
7049 11.0.0.9
28581 22.161.7.254
4837 11.24.16.0
7018 11.0.110.254
9116 7.7.7.7
56043 11.242.16.0
812 7.11.169.149
138536 11.22.44.53
131111 11.11.11.0
17816 11.202.192.1
3302 11.1.126.0
812 7.11.168.153
812 7.11.168.129
37963 11.223.228.0
7713 11.12.14.1
52468 11.11.0.0
17816 11.225.0.0
12735 11.0.98.0
8151 11.168.1.254
262420 11.0.0.0
45102 11.96.220.142
37963 11.97.25.0
138079 11.12.14.1
812 7.11.170.0
8075 22.63.228.1
10796 11.56.1.1
37963 11.57.52.0
6830 7.7.2.1
6848 22.107.248.0
1226 11.10.100.1
9498 11.12.13.0
45102 11.56.8.113
37963 11.29.19.53
36105 11.11.12.2
269139 11.0.4.0
812 7.11.170.1
264360 22.22.20.0
812 7.11.170.25
28878 11.33.1.254
6147 11.11.10.0
59164 11.12.13.1
8151 11.10.53.2
11992 11.1.181.2
37963 11.182.220.34
22616 11.0.4.1
34912 11.153.51.249
14615 7.7.77.1
5432 22.107.185.153
20115 22.20.172.1
6147 11.162.107.0
812 7.11.168.113
4795 11.24.101.196
395137 7.17.4.14
20115 22.25.224.0
45305 11.111.1.0
4837 11.22.97.18
24186 11.12.13.1
3356 7.7.2.98
3302 11.1.42.0
5432 22.107.248.157
24187 7.7.7.254
209 7.45.0.89
28573 11.11.11.1
50551 11.11.0.190
56040 22.117.143.1
23944 11.11.11.1
11245 11.0.0.4
21710 11.2.81.250
133107 11.11.12.1
55693 11.24.10.21
14115 22.246.202.0
20115 22.60.82.1
37963 11.61.236.0
3302 11.1.202.0
4808 11.143.2.82
7713 11.58.185.65
50710 11.11.11.11
812 7.11.167.117
133647 11.11.11.0
3356 11.164.32.117
9808 11.22.97.22
21724 11.1.1.0
4812 11.143.80.0
8003 11.106.0.0
8003 11.40.0.0
37963 11.246.124.0
45102 11.52.132.74
4812 11.18.92.254
38511 22.33.44.0
3209 7.6.6.1
7194 22.22.22.1
24835 11.11.11.2
206049 11.11.11.2
37963 11.48.239.0
45102 11.48.250.0
32098 11.0.0.0
5089 11.200.200.200
6697 7.7.7.7
138536 11.22.33.0
62802 11.10.65.254
9808 11.11.11.1
20115 22.55.15.129
3215 11.168.0.1
3257 7.114.212.253
37963 11.201.156.0
6848 22.106.87.0
20115 22.40.122.1
55990 11.88.64.111
22884 11.11.11.37
49628 22.22.1.1
5432 22.107.253.0
55330 11.11.10.0
4761 11.11.118.1
8881 11.0.0.1
140726 11.12.13.3
45102 11.53.213.210
4808 11.22.97.44
45102 11.207.214.89
21724 11.34.8.253
5384 11.100.0.2
45102 11.207.18.0
5432 22.106.116.173
5432 22.106.10.121
35313 7.7.7.5
269738 11.0.51.0
5432 22.107.249.145
4837 11.89.81.0
134033 11.11.150.1
8075 22.15.16.1
3356 7.100.5.193
52995 11.1.1.0
50628 11.1.2.1
7922 11.100.0.2
37963 11.141.77.10
132116 11.10.10.1
10474 11.67.110.1
61844 11.0.7.254
395354 7.7.2.1
45102 11.207.166.122
62802 11.56.240.98
45629 11.0.100.1
137959 22.22.2.0
3352 11.104.103.185
45102 11.52.88.0
20115 22.15.36.0
812 7.11.170.45
7018 7.16.1.50
5432 22.106.41.209
6503 11.0.0.1
6147 11.0.11.0
37963 11.223.248.245
18881 11.0.2.0
4837 7.7.5.208
14868 11.0.0.254
11830 11.0.0.1
9503 11.64.10.9
5432 11.0.0.239
134542 11.205.80.0
262420 11.0.0.1
1221 11.40.29.1
9341 11.0.0.0
20650 22.107.185.161
9498 11.100.7.254
5432 22.106.66.17
1221 22.228.30.1
37963 11.223.80.34
4800 11.11.11.1
3302 11.1.224.1
131090 11.11.11.1
5432 22.107.105.0
5432 22.106.9.0
8220 7.25.126.254
48359 11.1.1.2
27699 11.11.11.0
58504 11.11.11.0
22884 7.7.0.1
812 7.11.167.69
205110 11.11.6.0
9808 11.22.97.27
33915 11.0.1.1
56047 11.1.4.0
5432 22.106.90.0
5432 22.107.92.125
5432 22.106.5.245
22724 11.15.0.0
5432 22.106.56.105
9808 7.7.5.202
55990 11.94.132.175
4812 11.12.13.4
812 7.11.165.149
37963 11.222.17.0
55960 7.4.4.10
45102 11.202.17.0
3356 7.2.2.34
5432 22.107.199.221
812 7.11.169.0
134764 22.22.22.1
5432 22.107.116.0
2856 11.10.10.1
4847 11.22.97.55
15557 11.82.0.1
55990 11.88.64.113
134542 11.207.136.19
4847 11.1.1.0
1221 22.151.90.1
4808 11.177.65.54
4134 11.1.251.83
55990 11.76.96.118
4808 11.220.137.58
1273 11.100.0.2
8075 22.107.85.154
138536 11.22.33.1
37963 11.220.159.18
209 11.23.0.1
14115 22.242.12.0
135477 11.11.11.13
4134 11.52.240.0
5432 22.106.47.101
136907 11.53.104.65
3257 7.45.0.57
33915 22.107.2.169
5432 22.107.158.0
30873 7.7.4.1
13156 11.11.11.254
26599 11.0.50.0
5432 22.106.32.213
22460 7.50.20.1
8151 11.0.0.0
55990 11.147.104.51
4837 11.22.97.44
5769 11.0.0.1
45102 11.207.18.57
6147 11.11.112.1
812 7.11.170.9
199484 11.11.11.1
9930 11.11.11.0
201984 22.107.176.69
132199 22.22.23.49
5432 22.106.25.13
7029 11.128.104.1
45102 11.89.122.0
3786 11.22.110.1
3320 11.100.0.2
5089 11.0.0.1
262186 11.75.75.1
7713 11.252.252.0
15221 11.10.1.1
16276 11.12.0.1
7018 11.11.11.1
4134 22.4.0.2
4713 11.13.4.240
7713 22.57.58.0
812 7.11.165.85
5432 22.107.223.113
139992 11.0.0.0
29070 22.34.70.1
3549 11.11.11.0
30844 11.0.0.1
27205 22.67.200.1
812 7.11.168.49
701 11.104.120.73
4134 11.3.97.250
3352 11.11.11.1
5432 22.107.162.89
5432 22.106.105.0
199335 11.4.84.129
7018 11.104.33.209
5432 22.107.209.0
45458 11.29.119.217
43372 11.0.1.20
8075 22.20.96.1
37963 11.200.42.0
266967 11.0.0.0
37963 11.57.13.0
205254 11.12.13.0
27947 11.11.11.2
6848 22.107.133.0
5432 22.107.151.0
6503 11.10.11.1
45102 11.222.150.62
22616 7.34.205.129
26592 11.1.1.0
7713 11.11.3.1
33915 22.107.226.233
61633 11.0.0.1
26617 11.0.3.0
37963 11.217.0.50
269139 11.0.6.0
5432 22.107.180.0
5432 22.106.6.0
45102 11.73.1.117
3302 11.1.46.0
7922 11.0.10.1
8003 22.24.1.0
5432 22.107.2.61
812 7.11.166.13
4808 11.94.4.54
23688 11.11.0.1
2611 22.107.81.145
44558 11.11.11.1
27699 11.0.3.0
14061 7.41.0.0
28573 7.7.1.1
812 7.11.168.213
4808 11.33.215.0
5432 22.107.92.157
6461 7.32.194.129
33588 22.60.224.0
701 11.183.1.1
42090 11.10.1.0
5432 22.106.96.0
5432 22.106.56.0
5432 22.106.116.0
8455 7.14.103.97
45899 11.11.0.1
14115 22.151.103.253
5432 22.107.107.0
5432 22.106.115.1
20115 7.135.68.2
22616 7.118.0.0
19216 11.22.33.44
812 7.11.165.65
45102 11.207.214.186
18229 11.11.44.1
21574 11.0.0.0
13119 11.11.22.80
4134 11.11.12.1
4837 11.89.7.0
7713 11.16.250.94
2860 11.31.21.1
5432 22.106.112.0
7713 11.12.15.0
5432 22.107.182.89
5432 22.106.25.185
13489 11.1.0.61
5432 22.106.42.73
5432 22.106.121.189
5610 7.0.0.138
2611 22.107.238.77
3209 11.11.0.0
4134 11.6.248.0
4134 11.52.252.0
22884 11.0.11.0
20115 22.20.49.0
4837 11.100.1.37
9318 11.88.4.0
812 7.11.168.53
264913 11.1.3.92
8075 22.15.169.1
855 22.68.12.254
262854 11.0.1.35
15962 11.11.11.1
5432 22.107.67.17
8003 11.57.0.0
5432 22.107.232.157
6128 11.56.0.6
133661 11.0.0.1
38809 11.0.0.12
27953 11.11.11.1
9310 11.0.0.1
55990 11.94.4.13
136907 11.53.104.66
137689 7.7.5.201
48638 22.107.106.0
264821 11.0.0.1
37963 11.223.4.205
8075 22.25.0.0
7303 22.0.0.0
7713 11.11.13.0
202699 11.12.13.1
45102 11.246.120.1
8075 22.19.163.1
1273 11.0.0.3
37963 11.204.180.0
6128 11.11.11.1
4837 11.2.0.0
45102 11.52.240.85
3209 11.49.10.1
9299 11.52.240.105
4812 11.147.104.57
37963 11.217.38.218
20001 7.169.16.129
37963 11.204.180.186
25019 11.12.13.1
28080 11.20.2.0
5432 22.106.103.237
55990 11.94.132.28
8003 11.116.0.0
55990 11.147.104.53
9808 11.52.252.0
5432 22.106.14.69
5432 22.106.61.0
37963 11.222.150.42
22724 7.7.13.1
3302 11.1.74.0
11830 11.3.90.1
37963 11.220.159.54
55699 11.11.2.1
7922 11.1.1.1
4134 11.16.0.254
7738 22.22.22.0
3302 11.1.196.0
5617 11.0.0.254
1221 22.160.85.118
7018 11.1.1.254
38019 11.1.1.1
4808 11.11.11.9
13489 11.11.0.1
7922 11.104.204.49
1267 11.1.100.0
12271 11.209.0.1
8075 22.34.207.1
11426 11.10.10.254
7552 11.63.255.254
8151 11.21.39.0
4808 11.94.4.13
16735 11.1.1.254
45102 11.16.2.154
3352 11.129.207.41
4808 11.177.65.57
4134 11.52.252.30
20115 11.10.10.254
62044 11.241.221.2
4837 11.6.248.0
8075 22.171.16.2
8551 11.55.22.254
8151 11.8.150.2
45102 11.57.168.0
7018 7.7.0.1
16194 22.106.119.0
4812 11.147.104.55
37963 11.204.35.62
139409 11.11.11.0
6939 11.12.111.0
7552 11.2.0.33
45102 11.222.150.34
3549 11.15.193.1
20115 11.104.82.89
812 7.11.169.177
136907 11.53.104.50
10429 11.0.0.18
1221 22.145.45.1
45458 11.29.87.241
19108 11.9.8.1
20912 11.0.0.0
8447 11.0.0.160
24835 11.11.8.254
17451 22.22.22.0
29684 11.11.11.1
8708 11.11.11.11
5432 22.106.89.25
37963 11.208.176.0
174 11.193.64.0
21724 11.84.0.1
702 22.107.252.197
43207 11.100.0.2
1221 22.208.2.237
209 7.0.0.2
7713 11.11.11.11
5432 22.107.75.186
9121 11.0.1.1
20115 22.20.50.1
3132 11.1.20.0
16360 7.14.19.225
9830 11.11.10.0
5432 22.107.173.0
15557 11.113.1.100
137689 7.7.5.209
5432 22.107.64.0
18539 22.22.1.1
56046 11.131.180.242
9830 11.11.10.1
15247 11.1.7.22
16509 11.100.0.2
16509 7.224.48.5
8151 11.7.156.2
8003 11.29.85.0
6400 11.11.11.0
56242 11.27.187.194
8075 22.25.192.1
4538 11.9.39.254
8075 22.20.176.1
45102 11.207.18.65
45102 11.131.180.210
13119 11.11.121.215
262813 11.1.249.93
4134 22.16.1.1
136907 11.22.30.2
62802 11.120.240.81
12252 11.12.13.162
22773 11.104.113.249
6453 11.207.18.81
20115 22.10.103.1
136030 11.11.11.1
3257 7.114.206.30
7713 22.22.22.21
5432 22.107.91.69
24445 11.0.6.0
8075 22.107.233.21
5432 22.107.85.0
21430 11.99.99.99
5432 22.106.2.0
812 7.11.165.45
8452 11.11.68.0
37611 11.210.1.254
37457 7.1.94.253
30036 11.11.11.254
27839 11.1.1.1
8151 11.0.0.1
812 7.11.166.33
5432 22.107.247.0
30844 11.99.89.224
12430 11.0.0.203
7922 11.104.4.65
12271 7.112.212.1
136907 11.22.97.29
45102 11.228.249.34
4837 11.11.40.17
6400 22.1.43.0
7018 11.10.10.17
58966 11.22.35.0
200748 11.11.0.11
45102 11.207.72.50
33588 22.6.224.1
4808 11.11.129.13
701 11.145.1.1
3269 7.7.7.40
45102 11.48.180.109
33363 11.25.32.1
3462 11.1.1.2
18734 11.0.0.1
812 7.11.167.33
136993 11.0.0.1
7713 11.16.250.122
3352 11.74.90.1
24560 11.0.0.0
11845 7.22.36.1
9299 11.105.80.13
30598 11.1.11.1
1221 22.228.1.1
62044 7.110.128.1
9829 11.0.0.1
52373 11.11.11.0
133612 11.40.211.1
11427 11.11.12.12
5432 22.107.227.141
3302 11.1.158.0
812 7.11.167.217
45117 11.11.32.254
3302 11.1.130.0
37963 11.57.2.0
7922 11.104.211.217
45102 11.48.57.0
12735 11.0.96.0
264571 11.0.0.0
45102 11.207.18.41
812 7.11.165.169
12578 11.11.1.1
3352 11.11.11.0
1853 11.11.6.1
36873 7.7.7.1
5432 22.106.10.65
3302 11.1.152.0
45102 11.53.213.202
6327 11.1.1.1
2856 7.1.194.2
37963 11.98.101.0
4837 7.7.5.203
59164 11.11.113.1
29614 11.11.0.0
12741 11.100.0.2
9121 11.11.11.0
4134 11.0.0.0
34912 11.153.28.2
22787 11.137.33.8
5432 22.106.44.221
9269 11.20.0.200
28668 11.0.0.1
7922 22.2.0.1
3456 22.95.153.252
5432 22.107.162.137
7713 7.7.6.6
5432 22.107.161.0
7713 11.11.1.1
7922 11.104.41.145
7922 11.104.109.25
7922 7.178.176.129
13489 11.0.0.0
45102 11.53.144.26
4808 11.11.181.0
7922 11.75.200.1
5432 22.107.248.0
7018 11.15.1.1
812 7.11.169.249
6128 11.48.248.1
4812 11.147.104.0
701 11.0.2.1
45102 11.168.63.250
138536 11.22.33.41
8075 22.34.211.1
5432 22.107.211.0
55410 11.16.113.9
11492 7.104.100.1
7303 11.11.188.0
14080 22.22.22.22
20115 7.179.44.129
37963 11.105.101.0
26794 11.26.103.1
7029 11.100.0.2
4837 11.48.0.58
20115 22.62.254.1
812 7.11.169.141
6848 22.107.70.0
7922 11.20.49.1
17816 11.194.192.1
8400 11.11.125.0
1221 22.149.99.1
6848 22.107.212.114
206635 11.11.11.0
20115 22.55.96.1
4808 11.94.132.30
7922 11.104.86.249
37963 11.200.0.238
20115 22.54.251.1
812 7.11.165.253
12874 11.22.33.1
812 7.11.169.209
262296 11.11.11.0
61675 11.1.3.0
8003 11.29.36.0
45317 11.13.13.0
5432 22.107.2.0
56046 11.22.97.43
23700 11.12.80.1
37963 11.200.0.242
812 7.11.170.141
9216 11.0.4.2
138536 11.22.33.49
327933 11.11.11.0
9808 11.74.23.2
812 7.11.169.97
7713 11.11.11.253
132165 11.22.33.0
17621 11.4.0.0
56046 11.100.1.25
812 7.11.165.117
10796 11.87.0.1
62802 11.56.240.102
37963 11.211.191.0
7922 7.14.21.1
7018 22.22.22.1
7018 7.7.7.100
20115 22.40.104.0
14299 11.2.4.2
5432 22.107.113.21
45102 11.52.236.45
268899 11.0.13.126
7713 11.87.90.1
138059 11.120.1.0
7922 11.104.92.129
135692 11.17.70.1
18001 11.10.9.1
22773 7.120.3.0
7029 11.11.4.1
24586 11.1.1.254
4134 11.48.0.33
4837 11.100.1.0
14279 11.224.250.3
7922 7.19.19.76
812 7.11.169.61
45102 11.52.240.6
202 22.22.136.237
12735 11.0.93.1
812 7.11.168.85
5432 22.106.109.141
62802 11.15.248.149
46023 11.100.120.1
36992 11.82.1.2
20115 7.0.16.1
1267 11.1.230.0
812 7.11.167.49
17816 11.221.192.1
