# num asns 1125
# squat_asn squat_dod_ip
5432 22.107.218.0
4812 11.185.2.71
23201 11.11.203.0
28548 11.11.11.1
37963 11.219.126.17
8075 22.25.224.1
5432 22.107.15.0
5650 7.33.196.1
45102 11.89.122.106
20115 11.104.115.249
13119 11.11.111.7
20115 22.28.147.1
7018 11.10.1.254
20001 11.104.93.233
28545 11.2.2.254
37963 11.104.29.0
201984 22.107.170.0
55990 11.94.132.123
45102 11.13.73.0
9927 11.147.0.1
328594 11.100.1.1
45102 11.56.8.49
269545 11.0.0.1
4230 11.1.113.20
6461 11.100.0.2
3462 11.146.73.254
62802 11.119.249.253
37061 11.11.11.1
7922 11.104.68.225
22773 11.1.1.1
7713 22.22.254.0
12975 11.10.0.1
4134 11.146.253.5
1221 22.162.84.1
5432 22.106.41.0
138130 11.11.11.0
51964 11.105.192.34
9299 11.18.75.1
5432 22.107.183.0
5432 22.107.203.117
18229 11.100.100.1
61135 11.1.0.1
3737 11.12.0.1
6128 11.1.1.1
19429 11.192.61.250
812 7.11.167.177
28457 7.206.8.2
37963 11.246.116.0
5713 7.1.68.195
7713 11.11.254.0
7713 11.219.141.0
9031 11.10.2.253
812 7.11.167.213
32912 11.30.240.1
36937 11.1.70.254
6939 11.18.18.1
19429 11.11.11.1
11830 11.10.10.1
6848 22.107.121.49
20771 11.0.1.0
4764 11.11.11.1
7922 11.104.66.89
9808 11.1.251.83
7018 11.104.95.129
37963 11.56.104.114
9808 7.7.5.207
5432 22.107.164.0
268899 11.0.11.126
7713 11.60.202.0
28329 11.20.31.250
5432 22.106.37.97
5432 22.107.218.133
134877 11.11.35.1
8151 11.5.70.1
12271 11.56.0.221
14115 22.241.67.253
5432 22.106.14.0
20001 11.10.10.254
8075 22.106.59.0
262186 11.0.0.0
5432 22.107.117.1
812 7.11.165.229
56043 11.82.202.2
812 7.11.165.189
24444 11.1.1.1
30041 11.22.30.1
45102 11.96.216.50
12353 11.1.1.2
7922 11.104.198.121
31875 11.21.98.1
396982 11.33.99.1
4812 11.1.1.254
55990 11.147.104.246
23969 11.11.11.0
22884 11.0.11.1
34984 11.11.11.2
37963 11.223.229.0
264384 11.7.4.1
812 7.11.168.5
5432 22.107.107.65
3462 11.1.1.1
812 7.11.168.105
9930 11.0.0.1
33771 11.11.11.1
7590 11.101.12.0
8075 22.107.65.222
37963 11.56.200.0
5432 22.107.238.101
5384 11.4.1.1
38511 11.11.11.0
4134 11.78.251.4
5432 22.107.91.153
56048 22.0.0.17
11488 11.0.0.2
5432 22.107.125.37
210162 11.25.35.11
34984 11.0.3.0
4755 7.79.171.1
33915 22.106.18.0
62802 11.243.195.250
60880 11.0.0.1
6805 11.0.1.1
10212 11.24.204.22
199335 11.4.66.3
4837 11.16.2.146
63267 11.0.0.1
27699 11.0.0.1
37963 11.220.159.58
5432 22.106.58.57
812 7.11.170.205
3549 7.17.0.12
3265 11.12.13.1
5432 22.107.103.69
9808 11.22.97.43
4812 11.228.249.58
24445 11.0.7.0
812 7.11.168.185
36994 11.0.0.254
4134 7.219.0.1
7713 11.12.82.217
4043 11.4.95.23
20115 22.21.132.0
12741 11.77.164.2
4134 22.0.0.5
7029 11.0.73.12
5650 11.11.11.2
7418 11.7.20.1
20115 11.104.79.153
266233 11.0.7.254
6830 11.0.0.1
7922 11.0.0.61
5432 22.107.164.213
18678 11.10.10.254
5432 22.107.157.0
45102 11.131.180.214
7303 11.58.1.0
4808 11.94.132.177
701 11.1.2.1
37963 11.204.180.190
4134 11.11.11.1
2586 11.11.13.1
7018 22.1.1.1
5432 22.107.184.0
3549 11.15.194.57
7018 11.36.56.89
1221 22.151.85.1
17816 11.231.144.1
1267 11.1.0.0
4847 11.33.213.2
812 7.11.167.181
812 7.11.167.1
3320 7.12.78.1
20115 22.40.110.0
18734 7.224.172.2
6400 11.11.0.0
37963 11.223.228.26
31133 11.1.30.1
17816 11.221.224.0
3221 11.0.0.1
7922 11.10.10.1
855 22.68.103.254
4837 11.11.0.169
18881 11.200.0.1
20676 11.100.0.2
45102 11.207.72.157
6619 11.71.100.0
2711 11.11.8.1
45102 11.52.132.133
812 7.11.166.97
812 7.11.166.165
134542 11.207.136.167
13119 11.11.22.84
8708 11.0.0.1
27951 7.28.108.0
5483 11.11.11.30
58966 11.22.58.1
5432 22.107.207.0
17727 11.11.20.0
3302 11.1.124.0
1901 11.11.11.254
12874 7.7.7.1
56046 11.22.97.31
20115 22.40.224.0
7922 7.171.102.129
34235 22.107.233.0
20115 22.28.51.1
4134 11.1.34.254
6568 11.11.11.0
42298 11.11.11.1
20115 22.11.176.1
7029 11.10.10.254
269738 11.0.51.133
5432 22.106.0.0
39402 7.7.7.1
17451 11.11.11.1
5432 22.106.100.0
25019 11.11.11.1
138079 11.12.14.0
9905 11.11.0.1
30844 11.22.54.1
5432 22.107.91.197
701 11.0.1.10
18539 22.24.1.1
8003 11.119.0.0
1221 11.40.183.1
3257 11.11.11.1
27947 11.255.255.0
2611 22.107.7.125
812 7.11.168.45
14306 11.68.16.2
5432 22.106.45.121
6799 11.1.1.125
45305 11.161.2.0
8075 11.11.11.11
9299 11.0.0.0
45102 11.52.252.26
13999 11.1.0.1
7590 11.101.11.41
58466 11.88.192.113
577 7.11.165.81
25019 11.11.13.1
4761 11.11.109.1
8151 11.15.1.2
5432 22.107.147.0
43843 11.1.1.2
20115 11.1.3.1
8151 11.5.70.0
14259 7.7.7.9
2381 11.0.0.1
5432 11.154.0.74
24445 11.0.0.9
174 11.193.64.5
5432 22.106.90.145
5432 22.107.93.81
396982 11.33.22.1
2119 11.1.10.1
7552 11.89.255.254
8003 11.29.112.0
7713 11.11.11.3
5432 22.107.186.0
7713 22.22.22.15
4837 7.7.5.205
812 7.11.171.49
265676 11.11.0.1
9684 11.11.11.0
328471 11.11.11.1
262186 11.10.10.1
7470 11.1.1.2
22884 11.0.0.1
134270 11.11.31.1
26034 11.9.9.1
5432 22.107.133.209
17621 11.4.0.1
20115 22.21.176.1
37963 11.223.0.6
6830 11.1.1.1
270366 11.11.11.1
45786 11.67.71.1
4812 11.147.104.246
19443 7.171.220.129
8075 22.180.0.2
1680 11.100.102.50
8075 22.54.156.1
45899 11.22.15.9
8151 11.12.213.2
8075 22.54.248.1
812 7.11.168.97
49800 11.11.0.1
9318 11.22.110.1
7922 11.104.39.121
139863 11.11.11.1
209 11.22.33.44
8003 7.244.24.0
8151 11.10.252.2
131706 11.11.11.0
3549 11.3.50.242
134542 11.207.136.24
6871 11.87.43.250
8447 11.0.0.5
45305 11.1.11.1
140732 11.33.11.0
10429 11.10.0.1
17816 11.1.1.1
201730 7.27.208.4
3257 7.42.72.253
45102 11.53.148.69
7922 11.104.70.129
15491 11.1.1.1
9924 7.7.7.2
6848 22.107.10.41
17816 11.192.48.0
55990 11.94.132.121
5610 11.0.0.1
264861 11.255.255.0
136803 11.147.0.1
7713 11.58.184.105
24835 11.0.0.3
37963 11.203.88.0
56300 7.7.7.10
57743 7.37.134.1
57743 7.10.0.1
7922 11.10.10.254
5432 22.106.9.89
812 7.11.169.181
45102 11.207.214.162
45102 11.207.214.0
8452 11.255.255.251
5432 22.107.108.233
45899 11.10.0.1
7713 11.11.11.254
17816 11.192.112.0
17483 11.22.33.1
52468 11.11.19.0
4134 11.242.102.2
3302 11.1.226.0
37148 11.249.251.97
51561 11.100.0.3
18229 11.12.13.1
8075 22.106.109.217
37353 11.1.3.3
14615 11.25.8.17
7922 11.65.39.254
37963 11.223.80.0
141314 11.11.11.1
209 11.100.0.2
5432 22.107.230.0
138536 11.22.33.13
17816 11.224.128.1
56046 11.100.58.0
33363 11.2.48.8
4808 11.11.128.0
5432 22.107.91.85
3302 11.1.92.0
9808 11.1.1.0
37963 11.219.127.5
136907 11.22.30.4
812 7.11.166.241
9299 11.11.14.1
45102 11.89.122.94
5432 22.107.208.0
5432 22.107.181.65
4847 11.2.2.3
62802 11.56.240.5
4837 11.11.20.1
262186 11.10.10.0
17451 22.22.19.0
51407 11.11.11.1
8075 22.171.4.45
4808 11.11.129.5
3302 11.1.16.0
134945 11.11.11.1
269308 11.0.0.0
20115 22.15.169.1
18229 11.29.33.1
7713 11.111.192.1
62336 11.13.17.1
53062 11.10.0.1
4812 11.131.180.242
27856 7.203.47.0
37963 11.218.123.89
9299 11.11.11.1
37963 11.218.123.13
135478 11.11.11.17
5384 11.0.0.79
7922 11.70.16.52
17451 22.25.0.1
56044 11.11.11.2
6400 11.1.0.1
17210 11.0.0.1
20115 22.55.125.0
4134 11.40.255.0
8881 11.1.1.1
7922 7.171.124.129
134271 11.11.11.0
139418 11.100.20.0
13649 11.1.1.1
5432 22.106.65.0
17072 11.11.11.254
264668 11.4.0.1
1221 11.212.0.138
27699 11.0.0.0
5432 22.106.50.245
3356 11.173.140.0
13110 7.7.1.1
3302 11.1.218.0
26599 11.0.3.203
4847 11.143.3.0
17451 22.25.0.0
5432 22.107.126.0
15450 11.0.0.69
5432 22.106.91.105
28878 11.225.11.2
25472 11.1.2.20
812 7.11.165.53
37963 11.63.125.0
209 11.104.4.233
13999 7.1.5.250
7713 11.16.250.86
55693 11.24.10.0
1257 11.10.10.1
812 7.11.169.129
577 7.11.169.249
30689 11.11.8.1
22773 11.104.15.177
9498 11.100.10.254
62044 7.73.172.1
9498 11.12.13.1
7922 11.21.1.1
3786 11.1.1.1
263023 7.7.7.6
8003 11.16.0.0
812 7.11.166.125
4837 11.48.52.130
4808 11.1.1.1
12578 11.1.1.1
12479 11.11.11.12
3320 7.0.0.1
5432 22.106.40.0
9299 11.120.100.1
9929 11.11.11.0
4766 7.7.7.1
61844 11.0.255.0
4808 11.94.132.175
6079 22.69.5.68
5432 22.107.99.69
7922 7.169.100.129
5432 22.106.94.97
138536 11.22.33.53
5432 22.107.108.241
3352 11.81.2.1
7922 11.10.100.1
27895 11.168.104.1
58966 11.22.53.1
56242 11.27.204.0
17451 11.11.11.254
5432 22.106.59.0
58504 11.11.254.0
56041 11.11.1.50
25620 11.12.13.0
30844 11.11.11.1
8452 11.0.0.0
10620 7.7.7.254
21054 11.14.64.3
29571 11.11.1.254
7545 11.88.88.7
45102 11.52.136.10
7713 11.12.13.1
40339 7.22.39.0
17557 11.11.11.0
25668 11.11.11.1
4808 11.33.229.225
7922 7.0.0.254
6471 11.11.11.1
9808 7.7.5.208
17816 11.220.37.93
4808 11.0.1.0
136119 11.11.11.0
45899 11.22.15.0
131706 11.11.11.13
264704 11.3.1.0
2611 22.107.165.157
9808 11.241.48.2
19158 11.100.0.2
45899 11.11.11.3
30030 7.75.156.2
25019 11.100.11.1
8220 11.101.0.2
6848 22.107.213.0
8003 11.27.80.0
8075 11.11.11.2
3549 11.100.0.2
6400 11.12.13.1
45102 11.53.213.242
5432 22.107.88.5
3356 22.107.180.34
4837 11.89.7.113
14638 11.0.0.2
22085 11.0.0.1
5432 22.106.110.0
22616 7.239.198.129
4812 11.48.44.98
812 7.11.169.213
7590 11.101.11.65
48638 22.107.64.221
58966 11.22.35.1
4808 11.48.250.182
9116 11.0.0.100
52371 11.0.0.1
812 7.11.170.217
7552 11.36.255.254
11478 11.1.9.20
5432 22.107.181.0
8881 11.22.10.1
812 7.11.167.145
38195 11.0.0.1
5432 22.106.74.0
701 11.104.6.177
4134 11.52.236.14
45102 11.48.200.0
7106 11.0.1.1
5650 7.182.226.129
3462 11.1.1.0
812 7.11.167.97
701 11.104.97.89
45102 11.89.122.98
140726 11.11.11.0
62802 11.16.0.198
17621 11.0.0.1
138123 11.11.11.0
1267 11.1.214.0
8003 11.200.180.0
3356 7.48.228.17
45102 11.52.240.57
11664 11.1.1.0
131444 11.244.24.2
812 7.11.165.201
262847 11.0.23.0
4808 11.94.4.111
4134 22.4.1.1
3215 11.62.2.252
16509 7.224.0.5
9829 11.3.33.2
33363 11.2.48.10
264913 11.1.121.0
3302 11.1.144.0
22773 7.6.5.17
812 7.11.165.221
209 22.21.40.1
701 11.10.1.1
11426 11.11.11.1
4812 11.143.80.115
5432 22.106.29.65
22616 7.133.0.1
4837 11.10.2.0
11081 11.1.1.253
9808 11.22.97.44
7922 7.10.2.1
37963 11.220.6.0
45102 11.48.184.0
8151 11.12.13.0
45102 11.48.52.202
7303 11.12.13.0
45903 11.12.1.1
28657 11.1.1.1
4134 11.1.254.254
701 11.104.105.185
26133 11.200.180.1
812 7.11.168.101
30041 11.22.33.1
29091 11.11.11.1
45102 11.109.220.25
5432 22.107.88.0
58966 11.22.88.0
9808 11.38.11.254
34235 22.107.233.17
45102 11.207.166.98
8075 22.171.16.1
5432 22.107.153.0
59257 11.81.226.2
26617 11.1.0.1
7738 22.22.11.0
5432 22.107.146.165
56046 11.100.0.0
37963 11.110.84.125
19332 11.100.0.2
4837 11.11.13.1
5432 22.106.37.46
37963 11.93.197.58
5432 22.106.95.1
8151 11.100.0.2
812 7.11.168.161
134542 11.205.17.0
8075 22.180.0.0
37963 11.110.80.0
9299 11.165.20.1
264571 11.0.0.244
17816 11.204.192.0
174 11.177.144.25
7713 22.11.100.0
139989 11.11.11.0
812 7.11.170.37
45458 11.29.45.130
36534 22.20.128.3
4808 11.33.227.2
5089 11.6.120.1
577 7.11.168.25
15776 22.107.235.0
51964 11.105.192.66
8075 22.107.65.0
21724 11.34.11.94
6147 11.0.5.1
8075 22.11.111.1
7029 11.11.11.1
45582 11.11.129.1
199335 11.2.151.33
7018 7.48.228.13
55990 11.147.104.57
59164 11.11.111.1
30036 11.104.213.161
5432 22.107.110.141
812 7.11.168.133
11426 11.11.12.1
4134 7.7.5.206
3302 11.1.98.0
45102 11.48.52.0
134877 11.11.22.0
205110 11.11.3.0
8452 7.7.7.1
27668 11.11.14.0
10318 11.10.0.1
10474 11.10.0.1
20115 11.206.15.1
268541 22.1.14.113
5432 22.107.106.73
136969 11.0.0.1
4847 11.22.97.59
136907 11.22.80.22
264825 7.7.7.1
15399 7.0.0.1
18229 11.11.41.1
37105 11.0.0.254
7049 11.0.0.14
33749 11.11.11.1
20115 22.24.107.0
209 11.19.17.1
812 7.11.167.141
17754 11.11.128.1
29614 11.50.140.0
5432 22.106.57.53
3549 11.2.2.1
50710 22.22.22.1
135480 11.0.0.0
52878 11.11.11.0
17072 11.15.120.1
133982 11.1.0.1
9506 22.2.0.1
8075 22.21.176.1
13954 7.183.2.129
7713 7.11.7.0
7922 11.25.71.1
5432 22.106.48.6
701 11.11.11.1
5432 22.106.86.0
5432 22.106.119.0
9299 11.0.255.9
39642 11.1.1.1
6128 11.56.240.93
204170 11.11.11.0
33588 22.0.192.1
58966 11.80.14.0
5432 22.107.213.45
7018 11.104.63.17
42925 11.0.0.138
5432 22.107.164.161
60068 22.0.0.1
37963 11.222.252.0
36997 22.68.29.241
9829 11.1.27.2
812 7.11.167.57
6739 11.40.1.4
24444 11.161.8.70
812 7.11.167.169
45102 11.52.236.14
3257 7.37.62.85
136907 11.22.97.0
27953 11.11.11.0
812 7.11.167.193
55693 11.24.10.5
5432 22.107.238.29
6799 11.0.1.0
812 7.11.166.153
3356 11.164.45.1
52468 11.0.1.1
23243 11.11.3.0
18229 11.11.11.0
5432 22.106.44.245
8003 11.29.82.0
206841 22.106.64.45
812 7.11.166.49
37963 11.220.30.0
812 7.11.170.233
58466 11.243.28.2
2611 22.107.120.245
5432 22.106.19.17
4837 11.125.87.158
7713 11.11.12.0
5650 11.11.11.254
7713 11.87.90.0
45102 11.53.144.66
6848 22.107.228.0
45102 11.52.240.117
8167 22.12.37.1
